,rn,coef,xDecompAgg,xDecompPerc,xDecompMeanNon0,xDecompMeanNon0Perc,xDecompAggRF,xDecompPercRF,xDecompMeanNon0RF,xDecompMeanNon0PercRF,pos,train_size,rsq_train,rsq_val,rsq_test,nrmse_train,nrmse_val,nrmse_test,nrmse,decomp.rssd,mape,lambda,lambda_hp,lambda_max,lambda_min_ratio,solID,trial,iterNG,iterPar,iterations,robynPareto,total_spend,mean_spend,mean_spend_adstocked,mean_carryover,mean_response,spend_share,effect_share,roi_mean,roi_total,cpa_total,cluster,top_sol,boot_mean,boot_se,ci_low,ci_up,carryover_pct
441,print_S,296422.0903,3919912.298,0.013566094,24967.59426,0.007377151,3919912.298,0.013566094,24967.59426,0.007377151,TRUE,1,0.951816515,NA,NA,0.048998668,NA,NA,0.048998668,0.390082845,0,8520.664125,3.01E-05,65481090.25,1.00E-04,3_214_6,3,214,6,1923,3,601634.9778,3832.069922,4788.28866,956.2187381,9972.768971,0.047836968,0.163903599,2.602449635,6.51543285,0.153481744,2,FALSE,6.866818895,0.089765414,5.801716336,7.931519415,0.037880426
442,facebook_S,20750.20949,496503.6415,0.001718308,3162.443576,0.000934404,496503.6415,0.001718308,3162.443576,0.000934404,TRUE,1,0.951816515,NA,NA,0.048998668,NA,NA,0.048998668,0.390082845,0,8520.664125,3.01E-05,65481090.25,1.00E-04,3_214_6,3,214,6,1923,3,334078.022,2127.88549,2973.517642,845.6321519,1679.805716,0.026563083,0.020760345,0.789424865,1.486190676,0.672861172,2,FALSE,2.266333255,0.198023223,0,4.623588652,0.077087877
443,search_S,18367.5634,491472.2241,0.001700895,3130.396332,0.000924935,491472.2241,0.001700895,3130.396332,0.000924935,TRUE,1,0.951816515,NA,NA,0.048998668,NA,NA,0.048998668,0.390082845,0,8520.664125,3.01E-05,65481090.25,1.00E-04,3_214_6,3,214,6,1923,3,809960,5158.980892,5239.118525,80.13763344,1920.579061,0.064401227,0.020549966,0.37227877,0.606785797,1.648028027,2,FALSE,0.314615167,0.042785886,0,0.822902619,9.34E-06
444,newsletter,263058.6306,4817995.293,0.016674194,30687.86811,0.009067315,4817995.293,0.016674194,30687.86811,0.009067315,TRUE,1,0.951816515,NA,NA,0.048998668,NA,NA,0.048998668,0.390082845,0,8520.664125,3.01E-05,65481090.25,1.00E-04,3_214_6,3,214,6,1923,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,0.187878099
445,(Intercept),0,0,0,0,0,0,0,0,0,TRUE,1,0.952214808,NA,NA,0.048795733,NA,NA,0.048795733,0.437972425,0,15839.99988,0.000141916,65481090.25,1.00E-04,3_218_3,3,218,3,1956,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
446,trend,0.222514826,62261193.7,0.215474528,396568.1128,0.117412608,62261193.7,0.215474528,396568.1128,0.117412608,TRUE,1,0.952214808,NA,NA,0.048795733,NA,NA,0.048795733,0.437972425,0,15839.99988,0.000141916,65481090.25,1.00E-04,3_218_3,3,218,3,1956,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
447,season,0.232522919,85124.22526,0.000294599,542.1925176,0.000160528,85124.22526,0.000294599,542.1925176,0.000160528,TRUE,1,0.952214808,NA,NA,0.048795733,NA,NA,0.048795733,0.437972425,0,15839.99988,0.000141916,65481090.25,1.00E-04,3_218_3,3,218,3,1956,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
448,holiday,1,6959499.542,0.024085547,278379.9817,0.082420443,6959499.542,0.024085547,278379.9817,0.082420443,TRUE,1,0.952214808,NA,NA,0.048795733,NA,NA,0.048795733,0.437972425,0,15839.99988,0.000141916,65481090.25,1.00E-04,3_218_3,3,218,3,1956,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
449,competitor_sales_B,0.217755346,189716499,0.656573873,1208385.344,0.357768741,189716499,0.656573873,1208385.344,0.357768741,TRUE,1,0.952214808,NA,NA,0.048795733,NA,NA,0.048795733,0.437972425,0,15839.99988,0.000141916,65481090.25,1.00E-04,3_218_3,3,218,3,1956,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
450,events,1.030336741,1311420.106,0.004538584,1311420.106,0.388274422,1311420.106,0.004538584,1311420.106,0.388274422,TRUE,1,0.952214808,NA,NA,0.048795733,NA,NA,0.048795733,0.437972425,0,15839.99988,0.000141916,65481090.25,1.00E-04,3_218_3,3,218,3,1956,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
451,tv_S,372673.2263,11431605.66,0.039562682,72812.77488,0.021557804,11431605.66,0.039562682,72812.77488,0.021557804,TRUE,1,0.952214808,NA,NA,0.048795733,NA,NA,0.048795733,0.437972425,0,15839.99988,0.000141916,65481090.25,1.00E-04,3_218_3,3,218,3,1956,2,2591412.147,16505.80985,23647.1938,7141.38395,90229.22035,0.206047363,0.469882101,5.466512771,4.41134216,0.226688378,2,FALSE,4.254456847,0.086203945,3.236593087,5.281895619,0.316908184
452,ooh_S,161269.2414,7969642.219,0.027581464,50762.05235,0.015029209,7969642.219,0.027581464,50762.05235,0.015029209,TRUE,1,0.952214808,NA,NA,0.048795733,NA,NA,0.048795733,0.437972425,0,15839.99988,0.000141916,65481090.25,1.00E-04,3_218_3,3,218,3,1956,2,8239693.867,52482.12654,81741.42623,29259.29969,61451.20559,0.655151359,0.327582349,1.170897783,0.967225524,1.03388504,2,FALSE,0.963804794,0.046400009,0.413138522,1.514040066,0.672278852
453,print_S,316721.8826,3748256.135,0.012972024,23874.2429,0.007068488,3748256.135,0.012972024,23874.2429,0.007068488,TRUE,1,0.952214808,NA,NA,0.048795733,NA,NA,0.048795733,0.437972425,0,15839.99988,0.000141916,65481090.25,1.00E-04,3_218_3,3,218,3,1956,2,601634.9778,3832.069922,4494.844714,662.7747916,8061.014014,0.047836968,0.154067462,2.103566526,6.230116721,0.160510636,2,FALSE,6.866818895,0.089765414,5.801716336,7.931519415,0.017004645
454,facebook_S,30359.7094,1026789.573,0.00355353,6540.060972,0.001936327,1026789.573,0.00355353,6540.060972,0.001936327,TRUE,1,0.952214808,NA,NA,0.048795733,NA,NA,0.048795733,0.437972425,0,15839.99988,0.000141916,65481090.25,1.00E-04,3_218_3,3,218,3,1956,2,334078.022,2127.88549,2804.235915,676.3504242,6789.514598,0.026563083,0.042204923,3.190733068,3.073502311,0.325361721,2,FALSE,2.266333255,0.198023223,0,4.623588652,0.171832492
455,search_S,9029.467761,152374.4672,0.00052734,970.5380079,0.000287349,152374.4672,0.00052734,970.5380079,0.000287349,TRUE,1,0.952214808,NA,NA,0.048795733,NA,NA,0.048795733,0.437972425,0,15839.99988,0.000141916,65481090.25,1.00E-04,3_218_3,3,218,3,1956,2,809960,5158.980892,5313.938791,154.9578994,583.0481472,0.064401227,0.006263165,0.113016148,0.188125916,5.315588725,2,FALSE,0.314615167,0.042785886,0,0.822902619,0.00019005
456,newsletter,287188.3267,4286801.112,0.014835829,27304.46568,0.00808408,4286801.112,0.014835829,27304.46568,0.00808408,TRUE,1,0.952214808,NA,NA,0.048795733,NA,NA,0.048795733,0.437972425,0,15839.99988,0.000141916,65481090.25,1.00E-04,3_218_3,3,218,3,1956,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,0.10020739
457,(Intercept),0,0,0,0,0,0,0,0,0,TRUE,1,0.952177324,NA,NA,0.048814867,NA,NA,0.048814867,0.425894141,0,18499.1541,0.00018253,65481090.25,1.00E-04,3_218_8,3,218,8,1961,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
458,trend,0.227904304,63769207.09,0.220693033,406173.2935,0.120504368,63769207.09,0.220693033,406173.2935,0.120504368,TRUE,1,0.952177324,NA,NA,0.048814867,NA,NA,0.048814867,0.425894141,0,18499.1541,0.00018253,65481090.25,1.00E-04,3_218_8,3,218,8,1961,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
459,season,0.236685988,86648.28151,0.000299873,551.8998823,0.000163739,86648.28151,0.000299873,551.8998823,0.000163739,TRUE,1,0.952177324,NA,NA,0.048814867,NA,NA,0.048814867,0.425894141,0,18499.1541,0.00018253,65481090.25,1.00E-04,3_218_8,3,218,8,1961,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
460,holiday,1,6959499.542,0.024085497,278379.9817,0.082590373,6959499.542,0.024085497,278379.9817,0.082590373,TRUE,1,0.952177324,NA,NA,0.048814867,NA,NA,0.048814867,0.425894141,0,18499.1541,0.00018253,65481090.25,1.00E-04,3_218_8,3,218,8,1961,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
461,competitor_sales_B,0.215445366,187703959.4,0.649607515,1195566.62,0.354703282,187703959.4,0.649607515,1195566.62,0.354703282,TRUE,1,0.952177324,NA,NA,0.048814867,NA,NA,0.048814867,0.425894141,0,18499.1541,0.00018253,65481090.25,1.00E-04,3_218_8,3,218,8,1961,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
462,events,1.024838916,1304422.435,0.004514357,1304422.435,0.38699886,1304422.435,0.004514357,1304422.435,0.38699886,TRUE,1,0.952177324,NA,NA,0.048814867,NA,NA,0.048814867,0.425894141,0,18499.1541,0.00018253,65481090.25,1.00E-04,3_218_8,3,218,8,1961,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
463,tv_S,374889.7395,11494164.1,0.039779104,73211.2363,0.021720467,11494164.1,0.039779104,73211.2363,0.021720467,TRUE,1,0.952177324,NA,NA,0.048814867,NA,NA,0.048814867,0.425894141,0,18499.1541,0.00018253,65481090.25,1.00E-04,3_218_8,3,218,8,1961,2,2591412.147,16505.80985,23675.63557,7169.825715,91011.3274,0.206047363,0.460932556,5.513896514,4.435482837,0.225454598,2,FALSE,4.254456847,0.086203945,3.236593087,5.281895619,0.320864337
464,ooh_S,178971.3774,8301378.345,0.028729483,52875.02131,0.015687075,8301378.345,0.028729483,52875.02131,0.015687075,TRUE,1,0.952177324,NA,NA,0.048814867,NA,NA,0.048814867,0.425894141,0,18499.1541,0.00018253,65481090.25,1.00E-04,3_218_8,3,218,8,1961,2,8239693.867,52482.12654,83430.98771,30948.86117,63102.43841,0.655151359,0.332897243,1.202360548,1.007486259,0.992569369,2,FALSE,0.963804794,0.046400009,0.413138522,1.514040066,0.693221614
465,print_S,324681.0585,3582431.895,0.012398112,22818.03755,0.006769705,3582431.895,0.012398112,22818.03755,0.006769705,TRUE,1,0.952177324,NA,NA,0.048814867,NA,NA,0.048814867,0.425894141,0,18499.1541,0.00018253,65481090.25,1.00E-04,3_218_8,3,218,8,1961,2,601634.9778,3832.069922,4554.05913,721.989208,6750.970421,0.047836968,0.143660685,1.76170335,5.954494049,0.167940381,2,FALSE,6.866818895,0.089765414,5.801716336,7.931519415,0.016534887
466,facebook_S,33506.56246,1270929.679,0.004398445,8095.0935,0.00240167,1270929.679,0.004398445,8095.0935,0.00240167,TRUE,1,0.952177324,NA,NA,0.048814867,NA,NA,0.048814867,0.425894141,0,18499.1541,0.00018253,65481090.25,1.00E-04,3_218_8,3,218,8,1961,2,334078.022,2127.88549,3039.754428,911.8689372,6179.380411,0.026563083,0.050966113,2.904000445,3.804290004,0.262861138,2,FALSE,2.266333255,0.198023223,0,4.623588652,0.121203801
467,search_S,19720.74552,287855.0581,0.000996211,1833.471708,0.000543958,287855.0581,0.000996211,1833.471708,0.000543958,TRUE,1,0.952177324,NA,NA,0.048814867,NA,NA,0.048814867,0.425894141,0,18499.1541,0.00018253,65481090.25,1.00E-04,3_218_8,3,218,8,1961,2,809960,5158.980892,5320.85404,161.8731483,1126.830435,0.064401227,0.011543403,0.21842113,0.355394165,2.813777202,2,FALSE,0.314615167,0.042785886,0,0.822902619,0.000309335
468,newsletter,307407.4164,4189300.977,0.01449837,26683.44571,0.007916502,4189300.977,0.01449837,26683.44571,0.007916502,TRUE,1,0.952177324,NA,NA,0.048814867,NA,NA,0.048814867,0.425894141,0,18499.1541,0.00018253,65481090.25,1.00E-04,3_218_8,3,218,8,1961,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,0.084206737
469,(Intercept),0,0,0,0,0,0,0,0,0,TRUE,1,0.951905695,NA,NA,0.048953303,NA,NA,0.048953303,0.400831495,0,13691.04445,0.000109095,65481090.25,1.00E-04,3_220_2,3,220,2,1973,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
470,trend,0.22298485,62392709.61,0.215925711,397405.7937,0.117490209,62392709.61,0.215925711,397405.7937,0.117490209,TRUE,1,0.951905695,NA,NA,0.048953303,NA,NA,0.048953303,0.400831495,0,13691.04445,0.000109095,65481090.25,1.00E-04,3_220_2,3,220,2,1973,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
471,season,0.236305867,86509.12334,0.000299387,551.0135245,0.000162903,86509.12334,0.000299387,551.0135245,0.000162903,TRUE,1,0.951905695,NA,NA,0.048953303,NA,NA,0.048953303,0.400831495,0,13691.04445,0.000109095,65481090.25,1.00E-04,3_220_2,3,220,2,1973,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
472,holiday,1,6959499.542,0.024085104,278379.9817,0.08230107,6959499.542,0.024085104,278379.9817,0.08230107,TRUE,1,0.951905695,NA,NA,0.048953303,NA,NA,0.048953303,0.400831495,0,13691.04445,0.000109095,65481090.25,1.00E-04,3_220_2,3,220,2,1973,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
473,competitor_sales_B,0.21945519,191197465.4,0.66168706,1217818.251,0.360039342,191197465.4,0.66168706,1217818.251,0.360039342,TRUE,1,0.951905695,NA,NA,0.048953303,NA,NA,0.048953303,0.400831495,0,13691.04445,0.000109095,65481090.25,1.00E-04,3_220_2,3,220,2,1973,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
474,events,1.034183597,1316316.412,0.004555445,1316316.412,0.389159626,1316316.412,0.004555445,1316316.412,0.389159626,TRUE,1,0.951905695,NA,NA,0.048953303,NA,NA,0.048953303,0.400831495,0,13691.04445,0.000109095,65481090.25,1.00E-04,3_220_2,3,220,2,1973,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
475,tv_S,390540.5526,10418437.48,0.036055631,66359.47439,0.019618709,10418437.48,0.036055631,66359.47439,0.019618709,TRUE,1,0.951905695,NA,NA,0.048953303,NA,NA,0.048953303,0.400831495,0,13691.04445,0.000109095,65481090.25,1.00E-04,3_220_2,3,220,2,1973,3,2591412.147,16505.80985,23516.15003,7010.340183,76926.10333,0.206047363,0.4432894,4.660547045,4.020370705,0.248733282,1,FALSE,3.606107123,0.124569673,2.391919036,4.822087391,0.290732883
476,ooh_S,166990.5519,8421883.062,0.029146051,53642.56728,0.015859045,8421883.062,0.029146051,53642.56728,0.015859045,TRUE,1,0.951905695,NA,NA,0.048953303,NA,NA,0.048953303,0.400831495,0,13691.04445,0.000109095,65481090.25,1.00E-04,3_220_2,3,220,2,1973,3,8239693.867,52482.12654,83560.34034,31078.2138,63962.41522,0.655151359,0.358338906,1.218746637,1.022111161,0.978367166,1,FALSE,1.197977415,0.011415383,1.086618502,1.30931559,0.703141069
477,print_S,283024.406,3741322.202,0.012947789,23830.07772,0.007045194,3741322.202,0.012947789,23830.07772,0.007045194,TRUE,1,0.951905695,NA,NA,0.048953303,NA,NA,0.048953303,0.400831495,0,13691.04445,0.000109095,65481090.25,1.00E-04,3_220_2,3,220,2,1973,3,601634.9778,3832.069922,4680.198434,848.1285114,7275.651114,0.047836968,0.159187832,1.898621701,6.218591572,0.160808117,1,FALSE,6.120046196,0.085181318,5.28697112,6.94873146,0.021933818
478,facebook_S,26394.03529,854175.1896,0.002956089,5440.606303,0.001608477,854175.1896,0.002956089,5440.606303,0.001608477,TRUE,1,0.951905695,NA,NA,0.048953303,NA,NA,0.048953303,0.400831495,0,13691.04445,0.000109095,65481090.25,1.00E-04,3_220_2,3,220,2,1973,3,334078.022,2127.88549,2226.481987,98.59649672,7991.312174,0.026563083,0.036343915,3.755517959,2.556813479,0.391111831,1,FALSE,1.603990786,0.151463701,0.126453841,3.081284526,0.143514281
479,search_S,3491.931023,66746.04765,0.000230992,425.1340615,0.000125688,66746.04765,0.000230992,425.1340615,0.000125688,TRUE,1,0.951905695,NA,NA,0.048953303,NA,NA,0.048953303,0.400831495,0,13691.04445,0.000109095,65481090.25,1.00E-04,3_220_2,3,220,2,1973,3,809960,5158.980892,5601.877423,442.8965308,314.7426735,0.064401227,0.002839947,0.061008691,0.082406597,12.13495074,1,FALSE,0.736500406,0.129107259,0,1.990128229,0.005710861
480,newsletter,240954.349,3499453.595,0.012110742,22289.51334,0.006589737,3499453.595,0.012110742,22289.51334,0.006589737,TRUE,1,0.951905695,NA,NA,0.048953303,NA,NA,0.048953303,0.400831495,0,13691.04445,0.000109095,65481090.25,1.00E-04,3_220_2,3,220,2,1973,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,0.018993555
481,(Intercept),0,0,0,0,0,0,0,0,0,TRUE,1,0.952241481,NA,NA,0.048782112,NA,NA,0.048782112,0.418218512,0,14233.75806,0.000117384,65481090.25,1.00E-04,3_222_2,3,222,2,1991,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
482,trend,0.214942608,60142434.33,0.208140487,383072.8301,0.113130964,60142434.33,0.208140487,383072.8301,0.113130964,TRUE,1,0.952241481,NA,NA,0.048782112,NA,NA,0.048782112,0.418218512,0,14233.75806,0.000117384,65481090.25,1.00E-04,3_222_2,3,222,2,1991,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
483,season,0.229546907,84034.73805,0.000290827,535.2531086,0.000158074,84034.73805,0.000290827,535.2531086,0.000158074,TRUE,1,0.952241481,NA,NA,0.048782112,NA,NA,0.048782112,0.418218512,0,14233.75806,0.000117384,65481090.25,1.00E-04,3_222_2,3,222,2,1991,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
484,holiday,1,6959499.542,0.024085384,278379.9817,0.082212554,6959499.542,0.024085384,278379.9817,0.082212554,TRUE,1,0.952241481,NA,NA,0.048782112,NA,NA,0.048782112,0.418218512,0,14233.75806,0.000117384,65481090.25,1.00E-04,3_222_2,3,222,2,1991,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
485,competitor_sales_B,0.218940645,190749175,0.660143318,1214962.898,0.358808856,190749175,0.660143318,1214962.898,0.358808856,TRUE,1,0.952241481,NA,NA,0.048782112,NA,NA,0.048782112,0.418218512,0,14233.75806,0.000117384,65481090.25,1.00E-04,3_222_2,3,222,2,1991,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
486,events,1.037080117,1320003.124,0.004568257,1320003.124,0.389829855,1320003.124,0.004568257,1320003.124,0.389829855,TRUE,1,0.952241481,NA,NA,0.048782112,NA,NA,0.048782112,0.418218512,0,14233.75806,0.000117384,65481090.25,1.00E-04,3_222_2,3,222,2,1991,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
487,tv_S,378303.2735,11598823.46,0.040141121,73877.85642,0.021817974,11598823.46,0.040141121,73877.85642,0.021817974,TRUE,1,0.952241481,NA,NA,0.048782112,NA,NA,0.048782112,0.418218512,0,14233.75806,0.000117384,65481090.25,1.00E-04,3_222_2,3,222,2,1991,1,2591412.147,16505.80985,23675.63557,7169.825715,91840.02509,0.206047363,0.451581329,5.564102938,4.475869835,0.223420259,2,FALSE,4.254456847,0.086203945,3.236593087,5.281895619,0.320864337
488,ooh_S,198920.5439,8843566.952,0.03060575,56328.45192,0.016635197,8843566.952,0.03060575,56328.45192,0.016635197,TRUE,1,0.952241481,NA,NA,0.048782112,NA,NA,0.048782112,0.418218512,0,14233.75806,0.000117384,65481090.25,1.00E-04,3_222_2,3,222,2,1991,1,8239693.867,52482.12654,83254.16928,30772.04274,67325.13065,0.655151359,0.344309898,1.282820173,1.073288291,0.931716118,2,FALSE,0.963804794,0.046400009,0.413138522,1.514040066,0.685811103
489,print_S,283150.5167,4355883.758,0.01507481,27744.48254,0.008193638,4355883.758,0.01507481,27744.48254,0.008193638,TRUE,1,0.952241481,NA,NA,0.048782112,NA,NA,0.048782112,0.418218512,0,14233.75806,0.000117384,65481090.25,1.00E-04,3_222_2,3,222,2,1991,1,601634.9778,3832.069922,4409.12227,577.0523476,17248.29688,0.047836968,0.16958925,4.501039185,7.240077321,0.138120072,2,FALSE,6.866818895,0.089765414,5.801716336,7.931519415,0.034797318
490,facebook_S,22240.88891,679477.4594,0.002351531,4327.881907,0.001278132,679477.4594,0.002351531,4327.881907,0.001278132,TRUE,1,0.952241481,NA,NA,0.048782112,NA,NA,0.048782112,0.418218512,0,14233.75806,0.000117384,65481090.25,1.00E-04,3_222_2,3,222,2,1991,1,334078.022,2127.88549,2956.327943,828.442453,2469.564209,0.026563083,0.02645435,1.160571948,2.033888537,0.491669028,2,FALSE,2.266333255,0.198023223,0,4.623588652,0.075929755
491,search_S,11090.19076,207153.1997,0.000716914,1319.447132,0.000389666,207153.1997,0.000716914,1319.447132,0.000389666,TRUE,1,0.952241481,NA,NA,0.048782112,NA,NA,0.048782112,0.418218512,0,14233.75806,0.000117384,65481090.25,1.00E-04,3_222_2,3,222,2,1991,1,809960,5158.980892,5320.85404,161.8731483,931.7946319,0.064401227,0.008065173,0.180616027,0.255757321,3.909956501,2,FALSE,0.314615167,0.042785886,0,0.822902619,0.000552457
492,newsletter,320769.9749,4011104.629,0.013881601,25548.43713,0.007545091,4011104.629,0.013881601,25548.43713,0.007545091,TRUE,1,0.952241481,NA,NA,0.048782112,NA,NA,0.048782112,0.418218512,0,14233.75806,0.000117384,65481090.25,1.00E-04,3_222_2,3,222,2,1991,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,0.096568233
493,(Intercept),153089.2026,24035004.8,0.083209878,153089.2026,0.049215624,24035004.8,0.083209878,153089.2026,0.049215624,TRUE,1,0.931731147,NA,NA,0.058510526,NA,NA,0.058510526,0.182549927,0,130487.7548,0.001892944,65481090.25,1.00E-04,4_145_2,4,145,2,1298,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
494,trend,0.335141604,93774948.27,0.324651569,597292.6641,0.192019624,93774948.27,0.324651569,597292.6641,0.192019624,TRUE,1,0.931731147,NA,NA,0.058510526,NA,NA,0.058510526,0.182549927,0,130487.7548,0.001892944,65481090.25,1.00E-04,4_145_2,4,145,2,1298,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
495,season,0.360774722,132075.8779,0.00045725,841.2476302,0.000270447,132075.8779,0.00045725,841.2476302,0.000270447,TRUE,1,0.931731147,NA,NA,0.058510526,NA,NA,0.058510526,0.182549927,0,130487.7548,0.001892944,65481090.25,1.00E-04,4_145_2,4,145,2,1298,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
496,holiday,0.838414304,5834943.964,0.020200744,233397.7586,0.075033485,5834943.964,0.020200744,233397.7586,0.075033485,TRUE,1,0.931731147,NA,NA,0.058510526,NA,NA,0.058510526,0.182549927,0,130487.7548,0.001892944,65481090.25,1.00E-04,4_145_2,4,145,2,1298,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
497,competitor_sales_B,0.141152309,122977104.6,0.425750274,783293.6601,0.251815841,122977104.6,0.425750274,783293.6601,0.251815841,TRUE,1,0.931731147,NA,NA,0.058510526,NA,NA,0.058510526,0.182549927,0,130487.7548,0.001892944,65481090.25,1.00E-04,4_145_2,4,145,2,1298,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
498,events,0.849650222,1081440.989,0.00374398,1081440.989,0.347665232,1081440.989,0.00374398,1081440.989,0.347665232,TRUE,1,0.931731147,NA,NA,0.058510526,NA,NA,0.058510526,0.182549927,0,130487.7548,0.001892944,65481090.25,1.00E-04,4_145_2,4,145,2,1298,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
499,tv_S,465638.8894,5722167.425,0.019810308,36446.92628,0.011717079,5722167.425,0.019810308,36446.92628,0.011717079,TRUE,1,0.931731147,NA,NA,0.058510526,NA,NA,0.058510526,0.182549927,0,130487.7548,0.001892944,65481090.25,1.00E-04,4_145_2,4,145,2,1298,3,2591412.147,16505.80985,31997.63751,15491.82766,12724.50135,0.206047363,0.180623396,0.770910453,2.208127114,0.452872479,4,FALSE,1.896177442,0.051937321,1.360424775,2.4323584,0.227028947
500,ooh_S,286831.7787,16203929.78,0.056098471,103209.7438,0.03318021,16203929.78,0.056098471,103209.7438,0.03318021,TRUE,1,0.931731147,NA,NA,0.058510526,NA,NA,0.058510526,0.182549927,0,130487.7548,0.001892944,65481090.25,1.00E-04,4_145_2,4,145,2,1298,3,8239693.867,52482.12654,86200.90943,33718.78289,121251.6496,0.655151359,0.511486051,2.310341779,1.966569394,0.508499727,4,FALSE,1.562029998,0.050810862,1.038565492,2.087250132,0.739064555
501,print_S,154760.8842,4223945.653,0.014623421,26904.11244,0.008649223,4223945.653,0.014623421,26904.11244,0.008649223,TRUE,1,0.931731147,NA,NA,0.058510526,NA,NA,0.058510526,0.182549927,0,130487.7548,0.001892944,65481090.25,1.00E-04,4_145_2,4,145,2,1298,3,601634.9778,3832.069922,4821.469141,989.3992184,16721.41141,0.047836968,0.133331193,4.363545487,7.020778062,0.142434356,4,FALSE,6.710244215,0.048949282,6.207479885,7.217743414,0.058420718
502,facebook_S,82134.14562,1378419.508,0.004772128,8779.742089,0.002822541,1378419.508,0.004772128,8779.742089,0.002822541,TRUE,1,0.931731147,NA,NA,0.058510526,NA,NA,0.058510526,0.182549927,0,130487.7548,0.001892944,65481090.25,1.00E-04,4_145_2,4,145,2,1298,3,334078.022,2127.88549,2321.90239,194.0168993,3491.94393,0.026563083,0.043510578,1.641039401,4.126040677,0.242363098,4,FALSE,1.713215129,0.24774141,0,4.268910163,0.003789283
503,search_S,242883.6621,4151638.697,0.014373093,26443.55858,0.008501163,4151638.697,0.014373093,26443.55858,0.008501163,TRUE,1,0.931731147,NA,NA,0.058510526,NA,NA,0.058510526,0.182549927,0,130487.7548,0.001892944,65481090.25,1.00E-04,4_145_2,4,145,2,1298,3,809960,5158.980892,6199.58261,1040.601718,13543.2284,0.064401227,0.131048783,2.625175143,5.125732996,0.195094048,4,FALSE,2.775870778,0.301192489,0,5.890458876,0.00850338
